Device label,Model,Serial number,Sku number,Manufacturer,NMC Firmware version,IP Address,Location,UPS Score,Score rating,UPS from YYYY-MM,Battery from YYYY-MM,Battery Temperature (avg 24h deg C),External Battery Sku number,Internal Battery Sku number,Output Load (avg 24h in %),Load (min 30 days in %),Load (average 30 days in %),Load (max 30 days in %),Recommendation,Projected health,Projected health at optimal temperature
apcB6D7AD,Smart-UPS 2200,AS1346243780,SMT2200RM2U,APC,v6.0.6,192.168.40.127,MBCAN Montreal,,,,,19.78411214953266,00:00:00:00,RBC43,,,,,,,
apcB6D7AF,Smart-UPS 2200,AS1348244031,SMT2200RM2U,APC,v6.0.6,10.20.128.50,MBCAN Brampton,49.89,Average,2013-11,2022-07,19.849122807017434,00:00:00:00,RBC43,6.614399656847401,6.0,6.417205324920385,7.0,Replace UPS,2028-02-21,2028-02-21
apcB6D7BD,Smart-UPS 2200,AS1348244026,SMT2200RM2U,APC,v6.0.6,192.168.60.159,MBCAN Moncton,,,,,19.56028037383173,00:00:00:00,RBC43,,,,,,,
apcB6D7C0,Smart-UPS 2200,AS1346243706,SMT2200RM2U,APC,v6.0.6,192.168.80.101,MBCAN Winniepeg,38.68,Average,2013-11,2021-11,22.186524822695034,00:00:00:00,RBC43,7.821431718061679,7.0,7.616617534644334,8.0,Replace UPS,2027-05-29,2027-05-29
apcB6D7C9,Smart-UPS 2200,AS1346243707,SMT2200RM2U,APC,v6.0.6,192.168.80.159,MBCAN Winniepeg,,,,,21.764018691588785,00:00:00:00,RBC43,,,,,,2027-06-29,2027-06-29
apcBA00C2,Smart-UPS 2200,AS1430142070,SMT2200RM2U,APC,v7.1.2,10.46.112.105,RBG Santa Fe Springs,6.34,Poor,2014-07,2018-12,29.011660777385156,,RBC43,0.0,0.0,0.0,0.0,"Replace battery, Lower the battery temperature to 25 degrees C",,
apcF3601F,Smart-UPS 2200,AS1430141971,SMT2200RM2U,APC,v7.1.2,10.45.18.53,RBG Frederick,,,,,29.99083969465649,,RBC43,,5.0,5.0673804434319365,6.0,,2026-03-15,2027-03-02
apcF510A1,Smart-UPS 1500,3S1621X00080,SMT1500,APC,v7.1.2,10.45.18.51,RBG Frederick,,,,,30.321088435374122,,RBC7,,20.9,22.79425501239201,23.4,,,
mbcan-calgary-ups1,Smart-UPS SRT    1500,AS2137292169,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.130.23,MBCAN Calgary,40.77,Average,2021-09,2021-09,28.417543859649122,APCRBC155,APCRBC155,12.74598611223815,11.9,13.023707447702652,13.8,Lower the battery temperature to 25 degrees C,2025-11-17,2026-03-08
mbcan-calgary-ups2,Smart-UPS SRT    1500,AS2137292172,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.130.24,MBCAN Calgary,46.32,Average,2021-09,2021-09,26.59298245614035,APCRBC155,APCRBC155,19.258577953997406,18.4,19.0050179489857,20.0,Lower the battery temperature to 25 degrees C,2026-04-05,2026-05-24
mbcan-montreal-ups1,Smart-UPS SRT    1500,AS2137192338,SRT1500RMXLA-NC,APC,v1.3.3.1,10.44.48.23,MBCAN Montreal,64.04,Average,2021-09,2021-09,21.996491228070177,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2026-04-21,2026-04-21
mbcan-montreal-ups2,Smart-UPS SRT    1500,AS2137192332,SRT1500RMXLA-NC,APC,v1.3.3.1,10.44.48.24,MBCAN Montreal,70.41,Good,2021-09,2021-09,20.74035087719298,APCRBC155,APCRBC155,33.233363192182416,32.6,33.25627979220155,34.6,,2027-05-01,2027-05-01
rbd-richmond-ups1,Smart-UPS SRT    1500,AS2129292955,SRT1500RMXLA-NC,APC,v1.3.3.1,10.46.144.23,RBG Richmond-VA,45.3,Average,2021-07,2021-07,27.640845070422536,APCRBC155,APCRBC155,23.218625359428618,22.4,23.73548963655886,25.3,Lower the battery temperature to 25 degrees C,2026-11-30,2027-03-21
rbd-richmond-ups2,Smart-UPS SRT    1500,AS2122295843,SRT1500RMXLA-NC,APC,v1.3.3.1,10.46.144.24,RBG Richmond-VA,40.09,Average,2021-06,2021-06,27.905263157894737,APCRBC155,APCRBC155,23.759749142168232,21.1,22.91287381844021,25.5,Lower the battery temperature to 25 degrees C,2025-11-26,2026-02-10
rccb-flintmidc-ups2,Smart-UPS SRT    1500,AS2246190052,SRT1500RMXLA-NC,APC,v2.0.0.6,10.44.160.24,GLCCD Flint,48.28,Average,2022-11,2022-11,30.55438596491228,APCRBC155,APCRBC155,58.70257254483697,56.8,58.74266878330084,61.0,Lower the battery temperature to 25 degrees C,2026-03-14,2027-05-03
rccb-sylmar-UPS1,Smart-UPS SRT    1500,AS2122295837,SRT1500RMXLA-NC,APC,v1.3.3.1,10.49.0.23,RCCB Sylmar,50.37,Average,2021-06,2021-06,25.101754385964913,APCRBC155,APCRBC155,25.217694724273432,24.5,25.18759538887421,26.0,Lower the battery temperature to 25 degrees C,2026-10-17,2026-10-25
rccb-sylmar-UPS2,Smart-UPS SRT    1500,AS2122295838,SRT1500RMXLA-NC,APC,v1.3.3.1,10.49.0.24,RCCB Sylmar,51.9,Average,2021-06,2021-06,24.0,APCRBC155,APCRBC155,18.316414448889674,17.9,18.31682052625674,19.0,,2025-12-19,2025-12-19
rh-wpb-airport-ups2,Smart-UPS SRT    1500,AS2137294351,SRT1500RMXLA-NC,APC,v1.3.3.1,10.49.216.24,RH West Palm Beach,39.31,Average,2021-09,2021-09,30.249122807017542,APCRBC155,APCRBC155,23.9837546974439,23.4,23.86747002478241,25.7,Lower the battery temperature to 25 degrees C,2026-03-24,2026-03-31
